"DPRMaZ"	"SAPRMaZ"	"SDAPRMaZ"	"SSAPRMaZ"	"CDPRMaZ"	"CSAPRMaZ"	"XNPRMaZ"	"XADPRMaZ"	"XASAPRMaZ"	"PNPRMaZ"	"PADPRMaZ"	"PASAPRMaZ"	"DPRMZ"	"SAPRMZ"	"SDAPRMZ"	"SSAPRMZ"	"CDPRMZ"	"CSAPRMZ"	"XNPRMZ"	"XADPRMZ"	"XASAPRMZ"	"PNPRMZ"	"PADPRMZ"	"PASAPRMZ"	"DPREZ"	"SAPREZ"	"SDAPREZ"	"SSAPREZ"	"CDPREZ"	"CSAPREZ"	"XNPREZ"	"XADPREZ"	"XASAPREZ"	"PNPREZ"	"PADPREZ"	"PASAPREZ"	"DLRMaZ"	"SALRMaZ"	"SDALRMaZ"	"SSALRMaZ"	"CDLRMaZ"	"CSALRMaZ"	"XNLRMaZ"	"XADLRMaZ"	"XASALRMaZ"	"PNLRMaZ"	"PADLRMaZ"	"PASALRMaZ"	"DLRMZ"	"SALRMZ"	"SDALRMZ"	"SSALRMZ"	"CDLRMZ"	"CSALRMZ"	"XNLRMZ"	"XADLRMZ"	"XASALRMZ"	"PNLRMZ"	"PADLRMZ"	"PASALRMZ"	"DLREZ"	"SALREZ"	"SDALREZ"	"SSALREZ"	"CDLREZ"	"CSALREZ"	"XNLREZ"	"XADLREZ"	"XASALREZ"	"PNLREZ"	"PADLREZ"	"PASALREZ"	"DCRMaZ"	"SACRMaZ"	"SDACRMaZ"	"SSACRMaZ"	"CDCRMaZ"	"CSACRMaZ"	"XNCRMaZ"	"XADCRMaZ"	"XASACRMaZ"	"PNCRMaZ"	"PADCRMaZ"	"PASACRMaZ"	"DCRMZ"	"SACRMZ"	"SDACRMZ"	"SSACRMZ"	"CDCRMZ"	"CSACRMZ"	"XNCRMZ"	"XADCRMZ"	"XASACRMZ"	"PNCRMZ"	"PADCRMZ"	"PASACRMZ"	"DCREZ"	"SACREZ"	"SDACREZ"	"SSACREZ"	"CDCREZ"	"CSACREZ"	"XNCREZ"	"XADCREZ"	"XASACREZ"	"PNCREZ"	"PADCREZ"	"PASACREZ"
"SAPREZ"	0	0	1.77635683940025e-15	3.19340109911082e-11	0	0	0.304662401959366	4.45887771149955e-12	1.19744214543971e-11	0.0188162847367876	1.19706401902064e-06	1.07573694840823e-07	0	0	4.57411886145564e-14	1.05579545106593e-10	6.41287023483983e-12	2.44249065417534e-15	0.208997018661868	2.48652334278177e-08	5.02187922357678e-08	0.00056457531540488	9.42945558479735e-06	5.58260452532267e-07	0	NA	0	4.44089209850063e-15	0	0	0.101798116697247	2.22044604925031e-16	1.06581410364015e-14	0.67481809295507	1.81457892112213e-06	2.9606539442284e-11	0.72580965295749	0.649361952094163	0.892953887684329	0.915975926852064	0.621752372267558	0.743948095771319	0.605557044443884	0.805409755830486	0.998882205988207	0.287969343779116	0.10859588621597	0.0706730937259612	0.0591838342662614	0.12177870521251	0.212463168109379	0.238430462211486	0.0351887432698101	0.117830713105231	0.98080362877154	0.131312863547485	0.0840504683291865	0.114115616665835	0.734128281875018	0.245319674443338	0.413828880175271	0.289825972346643	0.583430617891009	0.619608109856637	0.369512347497239	0.264202080004149	0.740251528920166	0.591184011098966	0.992023523436151	0.733727369668158	0.0973768910121664	0.126443670969542	2.52594036111997e-05	4.29157479420184e-06	5.04999386417015e-05	0.000552060665592435	0.0119269196214535	3.51350808440731e-05	0.758978342730362	2.91212633340976e-06	0.0304239342793091	0.239851488583107	5.17072196783985e-05	4.66848917921592e-05	4.11093381558203e-12	1.59738888783068e-12	0.949748836947176	2.25079350970603e-05	2.74624767371279e-12	4.01945143835292e-12	0.303976327390432	8.38310418060928e-06	0.894917389848683	0.0845562704884673	9.78863766043503e-07	0.975931538679412	5.37947464351873e-12	3.01816349690398e-11	1.26480171758203e-06	0.000378624941671513	1.069233590556e-11	2.54578580438647e-11	0.157175469409083	1.36125442962154e-06	4.56783972646591e-06	0.0605254973441505	0.00056613240579706	0.000140045113418363
"SDAPREZ"	5.62661028880029e-13	6.43263220467816e-12	0	2.22044604925031e-15	2.17723320952157e-05	3.78499342978955e-09	0.0269063650653245	3.60333984872341e-12	1.48385748133251e-11	0.00145597859189461	4.43266534588815e-09	6.11715123000067e-11	1.43862699530928e-12	4.36917169110984e-12	0	0	1.70032913362483e-05	1.29883259702979e-09	0.0055288897300465	2.56183074753835e-10	9.47021350228283e-10	9.38044175669006e-09	8.25290176198479e-08	1.43693579257587e-08	0	0	NA	0	2.72404321322028e-12	0	3.45730197977012e-05	0	8.88178419700125e-16	0.125155349897491	3.77326028200287e-08	1.65645275274073e-13	0.0645064815513932	0.114757699016988	0.0143701706507346	0.0855812556289166	0.24785207456778	0.100381993819816	0.11260555684942	0.00906028341559106	0.0203839394460972	0.267182365522904	0.00101978471515674	0.0016364556359858	0.00185450895820427	0.00934030358993398	0.000195015519222519	0.000382352898942173	0.0154726925578688	0.017176191642851	0.0202909011187591	0.00603346368255964	0.00469381578870154	0.000699724556481929	0.0709988842743052	0.867303842862065	0.119777457933195	0.096557637461236	0.0440452100248887	0.0541153496937183	0.268570675366321	0.115439831466242	0.484275464856823	0.0240929168172901	0.0539196367622299	0.175862938140823	0.0282949925209737	0.0415397728706992	0.00440747252056628	0.000780034975480515	3.15348778427982e-05	6.58913408011497e-05	0.568154167950214	0.0115659525487999	0.302171959612954	1.50697307965686e-08	0.021722118203475	0.0114105210736941	1.96243970296273e-05	1.87974426850701e-05	3.94202382070219e-07	4.73152384827813e-07	0.517049536265178	2.6765603600154e-07	8.14568556606332e-07	9.7572733708251e-06	0.0903345662125217	5.1235502132041e-06	0.316054124007799	0.00358566747229871	0.000463581891000597	0.658727699935214	1.18066485255142e-07	1.40785423319301e-06	3.16122239496508e-10	3.16838648428686e-07	0.000450945743057707	4.30119195409251e-05	0.0299057498626409	3.33614003089622e-09	6.94501589570962e-09	0.00247452593572506	9.76377886208191e-06	1.35381223735909e-05
"SSAPREZ"	1.30532222808455e-08	3.47822886048732e-08	0	1.55431223447522e-15	0.000913553060033712	7.0065497173033e-06	0.0359003604112678	2.62377097826061e-09	3.56764040532198e-09	0.079608039173573	1.43712655553685e-07	7.76601671859112e-10	1.00213637388435e-09	4.63362237468345e-10	0	0	0.000358146692902572	1.28739698013192e-07	0.0663008750195879	1.25495556169142e-08	9.09066066867581e-09	2.04852431173741e-05	3.60746754024532e-07	2.39896627007852e-08	0	4.44089209850063e-15	0	NA	8.08369282623289e-09	1.15025988733919e-09	0.00024654282223846	1.8908430376996e-11	2.77235878698434e-09	0.176763821877059	4.42003620593212e-07	2.74080091955398e-10	0.116408929403342	0.132381920776819	0.0234488740170697	0.000737320329145863	0.407559881471342	0.115928308435902	0.124593855085104	0.0129083003299806	0.0233865600590502	0.599082435325031	0.00163788599962711	0.00061296623297169	0.0195675031864893	0.053839255664571	0.00585678801381939	0.00609029792853444	0.0659026586817419	0.0800084956901379	0.104900305245547	0.0214461363076999	0.0105287339542652	0.0156890569054338	0.0684612218173926	0.849280385356077	0.186286564799787	0.144726240020157	0.0641475257414483	0.0692132375718317	0.393297682807748	0.173142234055975	0.288471656196892	0.0759914628301808	0.127396995920882	0.133998673092576	0.0368568146614017	0.0309036029027763	0.180107043214765	0.0629768696932564	0.0108555854492587	0.0549716879532558	0.797244966581019	0.131821070200533	0.282975050288049	1.06740215490841e-05	0.389431288397043	0.0429624447295565	5.06268533881915e-05	7.15472494272618e-06	1.52546967377987e-05	2.02218327269854e-05	0.551592376042424	4.78848166896029e-07	2.64505683138516e-05	0.00032518141760618	0.128654771296402	8.25654659308839e-07	0.525565822083758	0.0430159291036607	0.000376511217008657	0.76391967196252	0.000462111595167292	0.00145249967821703	3.39339653598891e-06	0.000157865040929961	0.0445938792673117	0.00913562418476932	0.0592288561150838	5.75327230456502e-06	5.48229632002517e-06	0.0479108844641936	0.000285757706225187	0.000156280597759739
"CDPREZ"	0	0	3.64282126685822e-08	7.03213305364159e-08	0	2.44249065417534e-15	0.960437493158514	7.34417948677901e-09	1.18008269822667e-08	0.125930632338764	0.00036412514864681	0.000147305754595095	4.57411886145564e-14	1.90958360235527e-14	1.19786587093884e-07	6.9729479457159e-07	5.48672218769752e-13	1.12576614696991e-13	0.950119456776906	3.27305333569505e-06	3.43346480802253e-06	0.0715054965518749	0.000288867858023067	0.000130357384194424	0	0	2.72404321322028e-12	8.08369282623289e-09	NA	0	0.67632714047348	1.44164680193626e-11	1.50575996116231e-10	0.571311087296656	8.23158616412023e-05	4.67432643702637e-08	0.972183100544622	0.873668719385205	0.584505406299282	0.298230524156484	0.691934005975008	0.98797743976573	0.305462003469307	0.661351717824562	0.56146968409193	0.120288197085883	0.458531853667577	0.314690201076567	0.17294357584974	0.292319226320145	0.70447201833886	0.782799094365738	0.0633852688640868	0.251120279975524	0.465666311270401	0.22968762193102	0.169059113818653	0.492093636942073	0.933926274166271	0.248357629638905	0.805684493362132	0.671814422505276	0.751684323144655	0.702770752441356	0.568351065307462	0.591279843023616	0.463180142612628	0.693908798674989	0.333455614867171	0.297544111322679	0.312685429350851	0.456684801228994	0.000145632015390751	4.58690579292487e-05	0.00196342707151453	0.0126643044917265	0.00584249188986163	9.58942083824077e-05	0.778145764789725	0.000772090185777952	0.0668381640066764	0.90837384417531	0.00050554474923592	0.00104566741823309	5.38083799739297e-10	2.9224267450445e-10	0.965564549801584	0.00117721930549397	4.06240374672961e-10	1.71580971652929e-10	0.992510296294749	0.000120417447034615	0.724419456001766	0.369704757399841	2.71932176998391e-06	0.900277740477162	1.82189174857683e-09	4.55989734859941e-09	0.00183246802774928	0.0555319325777219	2.50732767881345e-12	1.92617033434317e-10	0.461792678675312	0.00228133489701121	0.00459007784552545	0.349378507151806	0.0229815533261646	0.00843342850631812
"CSAPREZ"	0	0	1.96620497661115e-12	9.11282604931785e-09	0	0	0.469704382047225	1.28503430119054e-10	3.20671933451422e-10	0.0225271893776595	1.40757745947795e-05	3.03830299719365e-06	1.33226762955019e-15	1.33226762955019e-15	5.97362159737713e-11	4.85730309307542e-08	3.5580427493187e-12	1.62092561595273e-14	0.296048862506346	4.21691693119897e-07	8.84802200840085e-07	0.00258131857284605	8.37190289395551e-05	7.94892176747553e-06	0	0	0	1.15025988733919e-09	0	NA	0.270856233348357	2.53130849614536e-14	2.55795384873636e-13	0.846022923964007	1.71411752445394e-05	1.24587096195228e-09	0.943872178851167	0.840819764230732	0.753432252536041	0.42201499909659	0.700996250380552	0.965819253163915	0.367076362477798	0.816611712364557	0.642157159068053	0.190120341079491	0.245139508328833	0.18180620164302	0.10063764207164	0.178975676387836	0.402329446160939	0.445046067393127	0.0463587437031283	0.161646768137418	0.75498207466768	0.220915226970059	0.156402519259171	0.200456639075349	0.997035828032904	0.202211782373	0.518137363526475	0.373537938028416	0.814942927448764	0.855264239530382	0.40400441219197	0.329423024059276	0.550266162175306	0.812623372794211	0.741747906287846	0.485163793174844	0.151559218179641	0.202641658622861	7.05125482380886e-06	1.51979444984462e-06	5.5509432542955e-05	0.000475013948676661	0.00363530829247649	1.26366730714977e-05	0.901630695210839	1.52470433198992e-05	0.0234916534517118	0.364179628840049	0.00021361342467463	0.000271429329400608	8.08753064518442e-12	2.52908805009611e-12	0.845357953019607	0.00020225184554179	4.12203604582828e-12	1.95310434492058e-12	0.398495306544582	7.08949121577263e-05	0.986400738442044	0.127401140320333	2.05603263014886e-06	0.977283911454907	3.43236550293113e-12	1.3384404695671e-11	9.93143245975325e-06	0.00146156263575392	3.19300141882195e-13	3.45412587421379e-12	0.233048698201414	9.61600377857863e-06	3.26415358857801e-05	0.0909466533398824	0.00197011683970594	0.000538163261353475
"XNPREZ"	0.407877294428554	0.709472003043637	0.000308196042255071	0.00106283678771302	0.40047929788392	0.789940023171772	4.63988603094379e-09	0.987975268157803	0.778873523745819	0.000219239547436523	0.954501250164271	0.971316705926778	0.404771042438387	0.474796166732776	0.00146328749846836	0.0366953068786358	0.514717632536091	0.673979867802979	5.11044540019157e-11	0.499302259182765	0.452672324055334	7.78082409258474e-06	0.346662602416238	0.44254290788978	0.0582430810589103	0.101798116697247	3.45730197977012e-05	0.00024654282223846	0.67632714047348	0.270856233348357	NA	0.218951344522192	0.109106264913699	0.00027910342071169	0.26166250133673	0.482979824901204	0.955513134218589	0.999495088822776	0.653241042497606	0.00348594500544008	0.780471647886678	0.94656473585244	0.303262989266508	0.876132303551778	0.875579884908388	0.449568719694304	0.745251883166655	0.469213988777531	0.702975570470479	0.929473207835804	0.290136471449391	0.355686491497629	0.935074882140865	0.806762131328633	0.0133030388897162	0.708152174106387	0.650935721927269	0.0189500087009178	0.738842008110062	0.164677110334529	0.986021507680066	0.504962190158243	0.848177679707833	0.876866538454409	0.926156378996586	0.437736880949274	0.173158175615513	0.425199645634632	0.519840891330583	0.198308322314477	0.466691092007026	0.44572499115881	0.181154127088026	0.422005906549549	0.825175228312331	0.732744040816697	0.0297808135698445	0.279576900983448	0.0585635807421625	0.39499607461422	0.695307838538562	0.0203414509696627	0.812395148794038	0.55323293288486	0.99969314486261	0.999999999999984	0.51228775747909	0.0492213828570389	0.891510195167457	0.616516560684499	0.0101772810325835	0.622248966438239	0.595570507107994	0.00483130410425092	0.614359249009003	0.0418725540540636	0.80996969275133	0.963484323063498	0.07244660902278	0.109032846024379	0.348636073482203	0.597983918232342	0.0026455943488477	0.873103796115879	0.928127636247565	0.0406647948918226	0.633659844861859	0.871346599249077
"XADPREZ"	5.25441024024076e-10	2.82642576010517e-10	4.1622572055644e-10	6.18716700806488e-06	1.56320797684018e-06	1.82861503716936e-09	0.410661572978673	0	0	0.756416642608292	3.97012867026092e-10	2.04622985222613e-09	3.29009264277147e-09	2.23849649927388e-09	3.42184502954979e-10	4.31937994260778e-08	6.22347620948815e-06	3.06021479268281e-08	0.329349138646999	8.88178419700125e-16	0	0.0261927557559707	7.09273902277374e-07	1.91570598051527e-07	0	2.22044604925031e-16	0	1.8908430376996e-11	1.44164680193626e-11	2.53130849614536e-14	0.218951344522192	NA	0	0.104168885283219	1.08395514786253e-11	5.06261699229071e-14	0.0800102257279218	0.203995103762459	0.0558132702289145	0.842285417567264	0.154281012348415	0.17678424584814	0.215386418756705	0.0088804228899213	0.0176927502652404	0.410249663535132	0.00906805651648379	0.0118448127787882	0.018123152383158	0.0390954981492295	0.0217694928755465	0.0414228091468232	0.0301498273829652	0.0443063368358261	0.760800036285089	0.0011529966014967	0.000825544620280727	0.0831496100557314	0.0840130502349128	0.98825260657807	0.162657294843661	0.136619000568469	0.116553918758367	0.150314466988411	0.254869974975858	0.145822736755607	0.857761211072579	0.000957651176332064	0.00358283855393005	0.924436399656748	0.00566002675216604	0.00506463981051053	0.00122417984791934	0.0012048763931789	0.000697698628414845	0.000544742226131323	0.0850336056122649	0.0102110849851864	0.32171589638584	1.83346671178697e-11	0.0701782698683253	0.959107747820298	7.00115698748505e-07	2.10600754169121e-06	7.1961406034049e-07	8.78181558139346e-07	0.842585343713671	0.000734140309851083	8.24916248864938e-07	2.00486146129109e-06	0.552459292211679	6.25241058926918e-09	0.319801581072568	0.980198063100602	9.52652706076584e-06	0.673718735768561	5.92644853636415e-07	1.76177847466263e-06	3.19813371678634e-05	0.000893849327872509	6.5906759774137e-06	4.7532020697183e-06	0.880359326275981	2.98427949019242e-13	1.06159525614657e-12	0.482268133269073	6.02826318196747e-05	5.98596546717012e-05
"XASAPREZ"	5.58279467099965e-09	1.8719750194407e-09	1.58570605535147e-08	4.19651737209037e-05	3.54387374357223e-06	7.15131731610086e-09	0.413606189136424	0	0	0.954862228609395	1.66853375560549e-09	4.44634196128391e-09	7.63386531765775e-08	3.45833557346964e-08	1.67943534634674e-08	5.4571319973995e-07	3.2069736479734e-05	2.91608086566697e-07	0.294475943853042	1.64313007644523e-14	0	0.0404594791387147	6.0693706638304e-06	1.84833918703831e-06	2.22044604925031e-15	1.06581410364015e-14	8.88178419700125e-16	2.77235878698434e-09	1.50575996116231e-10	2.55795384873636e-13	0.109106264913699	0	NA	0.0232897893908195	5.19650988906051e-11	3.5438318946035e-13	0.167194488973083	0.421808298356836	0.0978391990923493	0.784108499399925	0.315632324022765	0.351304461452197	0.207257063534323	0.0289254095868234	0.0540917937651111	0.436907654665648	0.0354759926534511	0.041954051874461	0.0577531444535895	0.0831665333952016	0.0684931303941441	0.10088680578036	0.0791238522110556	0.0890323196972633	0.669980986176794	0.00587742875501407	0.00384746226663535	0.126845705214832	0.165426611430991	0.966101487606478	0.237165034725571	0.218696797988417	0.124650669970112	0.150763394881787	0.402771868391268	0.244591189426937	0.946938793411296	0.00181381496872035	0.00558632098845147	0.985700234058895	0.00991992027250665	0.00941159786766099	0.00226329659611135	0.00245372082866258	0.000739026293786083	0.000306067098635232	0.137372669650345	0.0229209177142198	0.352870051969482	9.83735315429612e-11	0.0561864420952443	0.986299822786282	3.59522352022523e-06	3.3418545406505e-06	5.18284962391924e-06	3.97877374447297e-06	0.975464511075585	0.0021859637456807	4.85722146281731e-06	7.01725324248059e-06	0.421036621448203	5.43050804324707e-09	0.542868467305	0.946321700716206	3.10300853669787e-05	0.66630987553376	4.49332823437842e-06	1.3113234806017e-05	0.000139883106598848	0.00300347244003474	3.10720986693713e-05	2.66042874996764e-05	0.850364144218904	2.4962254485672e-12	4.92317298039779e-12	0.543055640067461	0.000218529331161843	0.000189120526322029
"PNPREZ"	0.88763266117402	0.826348886429728	0.121428829563598	0.344559758432997	0.49899321067957	0.653365477137362	0.192949107663677	0.341099000186557	0.214781725073556	0.00239274623237784	0.47644028509925	0.655380408759519	0.670918829245956	0.672819602678772	0.189818938956479	0.989875518296527	0.866158210133171	0.643355641278572	0.0429612170230809	0.0151986817583345	0.00998381714190333	0.00260875728221599	0.402366301128875	0.295692378396185	0.833486926555412	0.67481809295507	0.125155349897491	0.176763821877059	0.571311087296656	0.846022923964007	0.00027910342071169	0.104168885283219	0.0232897893908195	NA	0.102551176501748	0.094594047614903	0.567144789090263	0.549917056019967	0.421878784992486	0.00349755287610831	0.750585589122618	0.587295698614438	0.989706068433799	0.578557865510795	0.616340829498885	0.124370485135689	0.403852716572382	0.402492042743812	0.116351358301983	0.122236756092696	0.0951021227493858	0.0899569810869996	0.176286404594385	0.138708312880745	0.0192326042750368	0.824423737844242	0.896104192038777	0.0636302131578663	0.194769830319995	0.416188037934885	0.311357803170021	0.384581381709597	0.235430343879748	0.226021599193388	0.42615763366305	0.428068724436304	0.572596081189613	0.839094284642792	0.789895204132132	0.173092382381178	0.783523208110096	0.692454508152738	0.105070651925299	0.359059877194699	0.80334013919745	0.252302977956495	0.030253605024336	0.501038240816734	0.0759238830494109	0.276242697549925	0.903587377220721	0.00133785213383675	0.348253988474799	0.293525290113906	0.198798651160511	0.179919507286013	0.623208614886779	0.0199803513697796	0.235186000405542	0.341504816194724	0.00139501470441017	0.226631767117731	0.711567441159781	0.00016712600641422	0.611910744749268	0.4750605846074	0.386613785171201	0.438856713321042	0.0846249187821919	0.356376843718119	0.941700189846566	0.525316417634667	0.161350963925377	0.745004937878136	0.973384139269054	0.0105220720448365	0.590918090247304	0.476125728280035
"PADPREZ"	1.01267731387189e-05	1.50033739698685e-06	3.94036434103739e-06	0.000117623004553202	0.000708931695810211	5.9623346913007e-06	0.658774618796651	1.38275453309689e-08	4.24125179421253e-09	0.729319399791755	0	0	0.000325045559915305	0.000366154253455209	9.99558649050769e-06	6.51827081199485e-09	0.0137139167888771	0.00351497090744646	0.0229699652902573	4.17764991489378e-08	2.48874136410393e-07	0.851156128887781	3.78965947511745e-09	5.60608892641312e-10	5.78358182901084e-07	1.81457892112213e-06	3.77326028200287e-08	4.42003620593212e-07	8.23158616412023e-05	1.71411752445394e-05	0.26166250133673	1.08395514786253e-11	5.19650988906051e-11	0.102551176501748	NA	0	0.0157121063793839	0.0101524391268062	0.0241026014157106	0.197764361034426	0.0225932070593158	0.01263718248887	0.22407318933851	0.0179132868058662	0.00966155285632375	0.663334093460409	6.27486921533915e-07	5.38782051862086e-07	0.00644355792318896	0.0136171210928757	0.00336222971277866	0.00124423403930862	0.0204214854386775	0.0224281182388399	0.196245672655545	0.0393205829305574	0.0350369263884898	0.380128666047507	0.000444237775643952	0.862691654707909	0.0981369628567883	0.0384821296025846	0.0357022448842379	0.0224195906942581	0.229712251557566	0.0479313546139801	0.259498428369056	0.0663930395925809	0.0945263037313575	0.447756932320105	0.00020914426307872	1.65698832281791e-05	0.000100157660184674	0.000274655248579947	0.000103535009015054	0.000182261281914897	0.0264937307518358	0.00339046066455584	0.992265746649298	3.78521751063232e-05	0.2446185609704	0.348495856640961	1.70784648645395e-08	3.4437075413507e-10	0.0025787303757423	0.00213654532149521	0.954079995457707	0.00840242861258345	0.00257637923840126	0.00439593134807037	0.421518950880491	4.66952914606189e-05	0.943732541205825	0.993670817928813	2.55103378421495e-08	0.391441463729687	0.000915601882460315	0.00211733039866346	0.00132146374983977	0.0505179764235142	0.00680073243686774	0.00254291753349145	0.671364105395166	1.52678638678516e-05	5.92059820903046e-06	0.806916054813819	7.57943685592011e-09	1.2510172453517e-08
"PASAPREZ"	1.62992643160109e-06	2.88373707357792e-07	2.38304295430147e-06	3.01151486710172e-05	0.000133228805203167	1.53634896848942e-06	0.884085473046548	2.21134933253708e-06	9.14770433180223e-07	0.864561179927377	4.44089209850063e-16	0	3.06950982409404e-07	3.53922404272566e-07	2.53275045380974e-09	2.54463117244086e-13	0.000245191642723075	1.56560835558039e-05	0.381297244335438	5.94183724444974e-09	3.24851328059594e-08	0.171785824673429	3.90798504668055e-14	0	5.30064880877035e-12	2.9606539442284e-11	1.65645275274073e-13	2.74080091955398e-10	4.67432643702637e-08	1.24587096195228e-09	0.482979824901204	5.06261699229071e-14	3.5438318946035e-13	0.094594047614903	0	NA	0.0556649460115399	0.0388170085205282	0.0768101267342427	0.33126113652636	0.0682710853266708	0.0503405208835126	0.294974946662233	0.0435812828301825	0.0473018720329308	0.763574058155966	2.7505718211529e-05	4.17148537399381e-05	0.0102585255047913	0.0286124022791303	0.00390671790959463	0.0018176743024223	0.0348481196657677	0.0469249470960809	0.433184980740065	0.00700746318566559	0.00584151889006357	0.0690788439728365	0.00722261622220066	0.643852236459044	0.2482471489284	0.0944741868340462	0.143774492927581	0.113199740889486	0.400605904191152	0.101250356653688	0.48412030422622	0.0620186234758915	0.128698629814302	0.824414187122746	0.00120885965307282	0.000382484596634036	0.000246664061285706	0.000613180818932246	2.2388332286738e-05	6.40546304473411e-05	0.103455962858418	0.0093666336073297	0.500913182715103	1.51335279938714e-05	0.238350099589011	0.262493132221989	6.33070484923337e-10	1.62370117351429e-11	4.06572812639006e-05	3.71545150712471e-05	0.698130192777622	0.00147077145263452	5.56566325942143e-05	9.41881782039466e-05	0.852216455829389	1.93101450385313e-07	0.767056054265775	0.974862356517983	4.30486757352355e-11	0.541278165210981	9.32130813446896e-06	1.47015629774483e-05	7.77012588528692e-05	0.00772023263741017	0.000127901355456927	1.96372804477374e-05	0.864685829930647	1.31125513536112e-06	2.67376548013232e-07	0.630192796117942	4.74353889501344e-12	7.28306304154103e-14
"DLRMaZ"	0.613892953463302	0.541642445575635	0.231633716840827	0.549331890748647	0.983123048617583	0.579608622177023	0.0624114856342777	0.0835055950893082	0.155387595302626	0.327745856570753	0.00447264400546921	0.0125023972220062	0.476998509061009	0.608008831334675	0.0615662984152006	0.142567551084353	0.939844557976048	0.757915573571137	0.796572821917914	0.0500062469432079	0.0394608161752072	0.765257792477151	0.0883079735311922	0.144119545127815	0.485884653579832	0.72580965295749	0.0645064815513932	0.116408929403342	0.972183100544622	0.943872178851167	0.955513134218589	0.0800102257279218	0.167194488973083	0.567144789090263	0.0157121063793839	0.0556649460115399	NA	0	0	0.487556999520876	0	0	1.00193187080322e-11	2.95319324550292e-14	0	9.70334923522387e-14	1.64757096854373e-13	0	2.04281036531029e-14	5.12607734037829e-11	8.88178419700125e-16	1.33226762955019e-15	8.93041196547983e-11	7.48922701632182e-10	0.00245783959480139	1.33049127271079e-11	1.95399252334028e-13	1.20771777023521e-08	1.17416298905937e-10	5.72144998045587e-10	3.02855518441447e-11	2.74647860010191e-10	2.79387624146921e-11	4.08026945564188e-11	7.84857778768355e-09	1.41914036078106e-09	1.94222246618914e-06	1.79787098675277e-05	1.44647301094647e-05	1.12590921341749e-06	6.27557089938335e-06	7.20643430707213e-07	0.703527009857654	0.762047753298071	0.0646513389436416	0.516414706827661	0.309087361211777	0.902014068722258	0.993642174785115	0.77888343945964	0.0854749013478993	0.793740726698032	0.259082445776302	0.553250323249329	0.85641960325831	0.881762121361284	0.094498323013241	0.47227014795634	0.587637394915223	0.717225913022242	0.320254958597122	0.648100905545046	0.921176261989734	0.586706909264868	0.665869834422455	0.430983069936139	0.47174146402127	0.692679877041873	0.169711480776825	0.0476096092966254	0.926107858957311	0.882359452669224	0.561634497734605	0.127132835751391	0.0774714831611969	0.426635362063914	0.0295979204698051	0.0383808753264496
"SALRMaZ"	0.467238759640475	0.338890883200167	0.324097601153503	0.600714132214823	0.659863167242379	0.337743500032242	0.11186788362581	0.258490031148785	0.41652201616881	0.581456486298692	0.00606955069029924	0.014048430202301	0.551490553838917	0.652377259028796	0.147165525466189	0.181367921008053	0.999711130275374	0.793293301529422	0.954237783295551	0.161087770955154	0.157316101257204	0.414679255463815	0.149395757277632	0.246381646454424	0.465805634901479	0.649361952094163	0.114757699016988	0.132381920776819	0.873668719385205	0.840819764230732	0.999495088822776	0.203995103762459	0.421808298356836	0.549917056019967	0.0101524391268062	0.0388170085205282	0	NA	0	0.600718040046692	0	0	1.57102686415556e-09	1.79797776667101e-09	1.41442413337245e-12	7.89382337273992e-10	7.96427368499053e-11	1.77635683940025e-15	7.56461560058597e-11	1.11456168738755e-08	9.11715147822179e-12	2.5166535522203e-12	2.438033375185e-08	8.71848122585561e-08	0.0271723844500373	4.39988423472926e-09	1.16438858555057e-10	3.39555686901249e-06	9.20412945859539e-09	1.29436461548949e-11	6.87396710663535e-08	2.613197258583e-08	8.9405481684679e-08	7.28371920555304e-08	1.86071539709509e-06	6.19042554994564e-08	7.8240320011691e-06	0.00270302911078213	0.00208655261237567	0.000118157851555223	0.000111570890015678	1.021801296619e-05	0.800811010359767	0.912521022151222	0.026650537228492	0.232676723013555	0.128952866279506	0.761339399751433	0.974024884142485	0.892868336070036	0.288012023667934	0.874581184920968	0.257697849967719	0.634153632871308	0.973557372390087	0.893909468620098	0.0859604769539764	0.598508331177917	0.68624705585173	0.769115432016443	0.558995059152371	0.477096551010437	0.526754055633255	0.724444640174405	0.216085022650026	0.134451921633649	0.447933460589222	0.552119603829048	0.224087743636328	0.0778036732416902	0.790794242443875	0.879316428256351	0.961800655973231	0.160823015086257	0.101376448075811	0.813375342062742	0.0158491096647506	0.0183355896420248
