"Overall"
"Trait1"	0.209667556585404
"Trait10"	0.154387548764084
"Trait100"	0.0243997914805705
"Trait101"	0.0712897402432263
"Trait102"	0.0901275804782899
"Trait103"	0
"Trait104"	0.0763064637459438
"Trait105"	0.15639425436341
"Trait106"	0.128519479299681
"Trait107"	0.135260160822763
"Trait108"	0.108505482954344
"Trait11"	0.08775555143272
"Trait12"	0
"Trait13"	0.138294473388062
"Trait14"	0.148640115510771
"Trait15"	0.0257024700937396
"Trait16"	0.114414340005414
"Trait17"	0.0840337405770693
"Trait18"	0.118752285038713
"Trait19"	0.0791557699325247
"Trait2"	0.00846527982822015
"Trait20"	0.049743828695553
"Trait21"	0.230992006448932
"Trait22"	0.0114375531639484
"Trait23"	0.0622850275315174
"Trait24"	0.0975999569670591
"Trait25"	0.0331046281585744
"Trait26"	0.0485991185828601
"Trait27"	0.0718480173435764
"Trait28"	0.0501911300261639
"Trait29"	0.0675067865985148
"Trait3"	0.0712058561256967
"Trait30"	0.0580751673587554
"Trait31"	0.13073976671589
"Trait32"	0.0277782579856664
"Trait33"	0.114649293468978
"Trait34"	0.10908299920775
"Trait35"	0
"Trait36"	0.081664753944838
"Trait37"	0.103152637658498
"Trait38"	0.00903355847013442
"Trait39"	0.0764265046783455
"Trait4"	0.0649803864015373
"Trait40"	0.155019674161393
"Trait41"	0.127644873617463
"Trait42"	0.0207141253964382
"Trait43"	0.0789904833564829
"Trait44"	0.0766251993955274
"Trait45"	0.0210752776004759
"Trait46"	0.0256639079220523
"Trait47"	0.0389259819654284
"Trait48"	0
"Trait49"	0.0323288305606808
"Trait5"	0.0264957988172828
"Trait50"	0.0505723073276584
"Trait51"	0.0441834582873908
"Trait52"	0.0129641688472677
"Trait53"	0.0618062018719485
"Trait54"	0.0418433709327566
"Trait55"	0.0476656841276988
"Trait56"	0.0628178960371604
"Trait57"	0.0855222952164293
"Trait58"	0
"Trait59"	0.0830203950243264
"Trait6"	0.0437165030601793
"Trait60"	0.0651671534482542
"Trait61"	0.0884172526082932
"Trait62"	0.0232726232989194
"Trait63"	0.158642437503697
"Trait64"	0.0469694219417569
"Trait65"	0.0718588176865168
"Trait66"	0.0879940813476705
"Trait67"	0.0999860256816128
"Trait68"	0.0204119551699298
"Trait69"	0.08448843590825
"Trait7"	0.024268632922267
"Trait70"	0.0987309989282115
"Trait71"	0.211197129825508
"Trait72"	0.110941886994116
"Trait73"	0.0803936229147665
"Trait74"	0.0874790591534159
"Trait75"	0.0133240468592926
"Trait76"	0.16601507246837
"Trait77"	0.309541903097762
"Trait78"	0.094591606199021
"Trait79"	0
"Trait8"	0.0844416447524224
"Trait80"	0.0877218209584629
"Trait81"	0.17530944083206
"Trait82"	0.116818368247529
"Trait83"	0.181681609415724
"Trait84"	0.103709118680388
"Trait85"	0.059820522970658
"Trait86"	0.0437786709736253
"Trait87"	0.0769993219505612
"Trait88"	0.229628145232838
"Trait89"	0.0437998623635652
"Trait9"	0.133796461147859
"Trait90"	0.0776889058666702
"Trait91"	0.0988607128268493
"Trait92"	0.116082775207818
"Trait93"	0.179789816117861
"Trait94"	0.143433701050829
"Trait95"	0.201001181891564
"Trait96"	0.124132652971667
"Trait97"	0.221788046191593
"Trait98"	0.155316524742839
"Trait99"	0.106852484247108
